,title,price,location
26,[' VENTA DE CASA - VENTANAS DE LA ESCALÓN'],"['$335,000.00\xa0']",[' San Salvador ']
27,"[' VENDO CASA A ESTRENAR DE 350 METROS EN RESIDENCIAL CUSCATLAN,  SANTA ELENA, NUEVO CUSCATLAN']","['$350,000.00\xa0']",[' San Salvador ']
28,"[' CASA EN EL CENTRO DE LOURDES, DOS NIVELES. TOTALMENTE REMODELADA A CUADRA Y MEDIA DEL POLIDEPORTIVO']","['$63,000.00\xa0']",[' Colón ']
29,[' Venta de casa Metrópolis san Gabriel'],"['$145,000.00\xa0']",[' Apopa ']
30,[' COLONIA SAN BENITO VENDO CASA PRECIOSA'],"['$750,000.00\xa0']",[' San Salvador ']
31,"[' SE VENDE CASA CON EXCELENTE UBICACION EN SAN BENITO, SAN SALVADOR']","['$3,500,000.00\xa0']",[' San Salvador ']
32,[' VENDO CASA EN COLONIA TOLUCA'],"['$165,000.00\xa0']",[' San Salvador ']
33,"[' Nuevo Precio, Venta casa Cond. Santa Rosa, Tipo ¨C2¨, 2 plantas, incluye algunos muebles']","['$310,000.00\xa0']",[' Santa Tecla ']
34,"[' Nuevo Precio, Venta casa 2 plantas en Res. Privado Monaco, Col. Escalon']","['$240,000.00\xa0']",[' San Salvador ']
35,"[' Vendo Residencial Costa Verde, La Libertad']","['$230,000.00\xa0']",[' Zaragoza ']
36,[' VENDO CASA DE 2 NIVELES EN SANTA ELENA SUR'],"['$350,000.00\xa0']",[' Antiguo Cuscatlán ']
37,[' VENTA DE CASA  EN  LA  ESCALÓN  PARTE  ALTA'],"['$525,000.00\xa0']",[' San Salvador ']
38,[' Escalon Z/Salvador del Mundo'],"['$350,000.00\xa0']",[' San Salvador ']
39,[' Casa en Venta con vista'],"['$875,000.00\xa0']",[' San Salvador ']
40,"[' Venta de casa en La Florida, Nuevo Cuscatlan.']","['$325,000.00\xa0']",[' Antiguo Cuscatlán ']
41,"[' Venta de casa en Condado Santa Rosa, etapa 1. tipo B.']","['$289,000.00\xa0']",[' Santa Tecla ']
42,"[' Venta de casa en Puerta Canarias, San Benito.']","['$395,000.00\xa0']",[' San Salvador ']
43,[' Venta de Casa en Planes de Renderos.'],"['$383,000.00\xa0']",[' San Marcos ']
44,[' CASA EN CUMBRES DE CUSCATLAN ATRÁS DE PRICESMART'],"['$525,000.00\xa0']",[' Antiguo Cuscatlán ']
45,"[' Venta de casa en Santa Elena, en privado. Zona exclusiva.']","['$1,900,000.00\xa0']",[' Antiguo Cuscatlán ']
46,"[' SE VENDE CASA EN COL. ESCALON, PRIVADO.']","['$360,000.00\xa0']",[' San Salvador ']
47,"[' Venta de casa de esquina en Col. Escalón. Ideal para oficinas, clinicas, negocio.']","['$415,000.00\xa0']",[' San Salvador ']
48,"[' Venta de casa en Condado Santa Rosa, de las grandes.']","['$395,000.00\xa0']",[' Santa Tecla ']
49,"[' Venta de casa en Cumbres de Cuscatlán, adentro de la pluma.']","['$650,000.00\xa0']",[' Antiguo Cuscatlán ']
50,"[' Casa en venta en Condado Santa Rosa, etapa 1.']","['$320,000.00\xa0']",[' Santa Tecla ']
51,"[' Casa en Venta en Residencial Villas de Terranova, Santa Maria, Usulutan']","['$115,000.00\xa0']",[' Usulután ']
52,[' Condado Santa Rosa - Casa en venta - modelo A - 1 planta - 3 habitaciones'],"['$250,000.00\xa0']",[' Santa Tecla ']
53,[' San José La Majada Linda y amplia Casa en Ruta de las Flores'],"['$55,000.00\xa0']",[' Sonsonate ']
54,"[' COL. CAMPESTRE, SOBRE AV JERUSALEN HACIA REDONDEL MASFERRER, INVERSION']","['$185,000.00\xa0']",[' San Salvador ']
55,"[' VENTA de Casa para OFICINAS en Colonia Escalón (zona Tabernáculo Central de TOBY), San Salvador.']","['$260,000.00\xa0']",[' San Salvador ']
56,"[' Casa en VENTA en Santa Teresa, Ciudad Merliot.']","['$165,000.00\xa0']",[' Santa Tecla ']
57,[' Vendo casa en Residencial Privada en Santa Ana'],"['$128,000.00\xa0']",[' Santa Ana ']
58,"[' Venta de casa en La Florida, privado en Nuevo Cuscatlan.']","['$415,000.00\xa0']",[' Antiguo Cuscatlán ']
59,[' Venta de casa en Valle Tuscanica. Zaragoza'],"['$485,000.00\xa0']",[' Zaragoza ']
60,"[' Nuevo Precio Fijo, Venta Casa Santa Rosa 2, una Planta, Excelentes Condiciones']","['$275,000.00\xa0']",[' Santa Tecla ']
61,[' NVO. PRECIO VENTA CASA EN RES. PORTONES DE MADRE SELVA 1'],"['$600,000.00\xa0']",[' Antiguo Cuscatlán ']
62,[' BONITA CASA EN VENTA EN RES. CUMBRES DE CUSCATLAN CON BONITOS ACABADOS Y EXCELENTE UBICACIÓN DE ESQUINA'],"['$650,000.00\xa0']",[' Antiguo Cuscatlán ']
63,[' Venta de casa en Los Sueños.'],"['$615,000.00\xa0']",[' San Salvador ']
64,"[' Venta de casa en La Florida, en privado. Nuevo Cuscatlan.']","['$340,000.00\xa0']",[' Antiguo Cuscatlán ']
65,"[' Vendo Casa En Colonia Miramonte, San salvador']","['$275,000.00\xa0']",[' San Salvador ']
66,"[' Nuevo Precio venta casa Alturas de Tenerife, con Vista Panoramica y acabados de lujo']","['$525,000.00\xa0']",[' Santa Tecla ']
67,[' Venta de Casa en Sierra Santa Elena'],"['$1,300,000.00\xa0']",[' Antiguo Cuscatlán ']
68,[' Villa con espectacular vista en Lago de Ilopango'],"['$250,000.00\xa0']",[' Ilopango ']
69,[' Vendo Casa en Nuevo Cuscatlan'],"['$359,000.00\xa0']",[' Antiguo Cuscatlán ']
70,[' Vendo Casa en Col. Bernal'],"['$175,000.00\xa0']",[' San Salvador ']
71,[' Casa a estrenar en Residencial Los Sueños en venta'],"['$750,000.00\xa0']",[' Antiguo Cuscatlán ']
72,[' Venta de casa Colonia Escalón. 2 niveles'],"['$360,000.00\xa0']",[' San Salvador ']
73,[' Casa en Venta en Salinitas'],"['$175,000.00\xa0']",[' Sonsonate ']
74,[' Casa en Venta en Colonia Escalón.'],"['$275,000.00\xa0']",[' San Salvador ']
75,"[' VENDO PRECIOSA CASA CON VISTA EN RESIDENCIAL,PARTE ALTA ESCALON']","['$975,000.00\xa0']",[' Antiguo Cuscatlán ']
76,"[' Venta de casa a estrenar en Nuevo Cuscatlán, en privado.']","['$310,000.00\xa0']",[' Antiguo Cuscatlán ']
77,[' CASA EN VENTA ALTAMIRA NO PRIVADO 840V2'],"['$325,000.00\xa0']",[' San Salvador ']
78,[' Casa al final de la Avenida Bernal'],"['$98,000.00\xa0']",[' San Salvador ']
79,[' Casa en Pórticos de Vía del Mar'],"['$350,000.00\xa0']",[' San Salvador ']
80,[' CASA EN VENTA O ALQUILER EN QUINTAS DE LAS PILETAS'],"['$649,000.00\xa0']",[' San Salvador ']
81,[' VENDO CASA NUEVA ACAJUTLA SONSONATE'],"['$85,000.00\xa0']",[' Sonsonate ']
82,[' VENDO CASA COLONIA BUENOS AIRES ACAJUTLA SONSONATE'],"['$35,000.00\xa0']",[' Sonsonate ']
83,[' VENDO CASA LOTIFICACION LAS PALMERAS EL TRIUNFO USULUTAN'],"['$65,000.00\xa0']",[' Usulután ']
84,[' VENDO CASA LOTIFICACION EL PIVE SOBRE LA 4a Av Norte PUERTO EL TRIUNFO USULUTAN'],"['$25,000.00\xa0']",[' Usulután ']
85,[' VENDO CASA COLONIA SANTA CLARA MUNICIPIO DE GOTERA DEPARTAMENTO DE MORAZAN'],"['$175,000.00\xa0']",[' Morazán ']
86,[' VENDO CASA EN RES. BOSQUES DE LA PAZ ILOPANGO'],"['$130,000.00\xa0']",[' Ilopango ']
87,[' VENDO CASA EN COL. MONTE VIDEO SONZACATE SONSONATE'],"['$170,000.00\xa0']",[' Sonsonate ']
88,[' VENDO CASA EN COL. SANTA EUGENIA SONZACATE SONSONATE'],"['$75,000.00\xa0']",[' Sonsonate ']
89,[' Se vende casa en av bernal'],"['$295,000.00\xa0']",[' Antiguo Cuscatlán ']
90,[' VENDO CASA A ESTRENAR EN RESIDENCIAL ZARAGOZA PRIVADA EXCLUSIVO'],"['$295,000.00\xa0']",[' Zaragoza ']
91,[' Casa en  Venta Sobre la Gabriela Mistral'],"['$280,000.00\xa0']",[' San Salvador ']
92,[' CASA EN VENTA A ESTRENAR EN SANTA ELENA'],"['$370,000.00\xa0']",[' La Libertad ']
93,[' VENDO CASA REPARTO SAN BARTOLO SEXTA ETAPA SAN BARTOLO ILOPANGO'],"['$19,000.00\xa0']",[' Ilopango ']
94,[' Venta Casa Santa Tecla'],"['$125,000.00\xa0']",[' La Libertad ']
95,[' FINCA DE ASTURIAS / NO CREDITO BANCARIO'],"['$200,000.00\xa0']",[' Santa Tecla ']
96,[' RESIDENCIA PROPIA PARA OFICINA'],"['$430,000.00\xa0']",[' San Salvador ']
97,"[' Vendo casa en Colonia Las Victorias, Ahuachapan']","['$80,000.00\xa0']",[' Ahuachapán ']
98,[' Venta de casa en residencial privado Col. Escalon'],"['$395,000.00\xa0']",[' San Salvador ']
99,"[' Venta de casa zona hospital de la mujer, Col. Escalon']","['$340,000.00\xa0']",[' San Salvador ']
100,"[' Casa Ideal Oficinas o Vivienda, Sobre La 7ma calle Poniente Escalón']","['$285,000.00\xa0']",[' San Salvador ']
101,"[' Venta de Bonita Casa San Antonio Abad,  espacios abiertos y amplia']","['$178,500.00\xa0']",[' San Salvador ']
102,[' Venta de casa en Residencial Costa Verde'],"['$230,000.00\xa0']",[' La Libertad ']
103,[' Venta de casa en Residencial Lomas de Altamira'],"['$245,000.00\xa0']",[' San Salvador ']
104,"[' Vendo Casa en Col. Sitio del niño, San juan opico']","['$77,000.00\xa0']",[' San Juan Opico ']
105,[' Venta de casa a 5 min del desvio a comasagua'],"['$300,000.00\xa0']",[' La Libertad ']
106,[' Venta de casa en Santa Elena'],"['$290,000.00\xa0']",[' Antiguo Cuscatlán ']
107,[' Venta de casa en Colonia Flor Blanca San Salvador'],"['$185,000.00\xa0']",[' San Salvador ']
108,[' VENDO CASA COL. SIGUENZA ARMENIA SONSONATE'],"['$19,000.00\xa0']",[' Sonsonate ']
109,[' SE VENDE CASA EN ALTOS DE SAN JOSE'],"['$130,000.00\xa0']",[' Santa Tecla ']
110,[' Se vende casa en reparto santa fe'],"['$165,000.00\xa0']",[' San Salvador ']
111,[' VENDO CASA EN SAN MIGUEL'],"['$125,000.00\xa0']",[' San Miguel ']
112,[' Venta de casa en Santa Elena'],"['$300,000.00\xa0']",[' Antiguo Cuscatlán ']
113,"[' VENTA DE CASA, Z/ PARQUE DE LA FAMILIA, PANCHIMALCO']","['$496,500.00\xa0']",[' San Salvador ']
114,[' CASA MODERNA DE PLAYA EN VENTA BARRA DE SANTIAGO'],"['$525,000.00\xa0']",[' Ahuachapán ']
115,"[' Se vende Casa de 3 Habitaciones, Villa Burdeos, Ciudad Versailles, Sitio del Niño.']","['$71,000.00\xa0']",[' La Libertad ']
116,[' VENTA DE CASA QUINTA DE SANTA ELENA DE UN NIVEL'],"['$649,000.00\xa0']",[' San Salvador ']
117,[' Se vende casa en Residencial  Altos del Trébol'],"['$105,000.00\xa0']",[' Santa Ana ']
118,[' Se vende casa en Barrio San Miguelito Santa Ana'],"['$149,000.00\xa0']",[' Santa Ana ']
119,"[' VENDO HOSTAL EN SAN IGNACIO, KM. 92 1/2 CARRETERA TRONCAL DEL NTE. CHALATENANGO']","['$475,000.00\xa0']",[' Chalatenango ']
120,"[' SE VENDE CASA EN LOMAS DE ALTAMIRA,SAN SALVADOR.']","['$490,000.00\xa0']",[' San Salvador ']
121,[' Vendo Casa en Colonia al Bosque'],"['$160,000.00\xa0']",[' San Salvador ']
122,[' Apartamento El Encanto Ganga Venta Torre Foresta'],"['$250,000.00\xa0']",[' Santa Tecla ']
123,[' VENDO CASA COLONIA BUENOS AIRES NO PRIVADO P/VIVIR U OFICINA'],"['$215,000.00\xa0']",[' San Salvador ']
124,[' VENDO EN RES. EUCALIPTOS CASA BONITA A UNA CUADRA DEL BOLV. CONSTITUCION'],"['$135,000.00\xa0']",[' San Salvador ']
125,[' SE VENDE CASA EN LAS FLORIDA SKY'],"['$325,000.00\xa0']",[' La Libertad ']
126,"[' Se Vende Hermosa Casa En La Montaña De 1 Nivel, Privado.']","['$520,000.00\xa0']",[' San Salvador ']
127,[' Se Vende Casa En Cumbres De La Escalon/ 4 Dormitorios'],"['$275,000.00\xa0']",[' San Salvador ']
128,"[' VENDO CASA EN ESCALON, PASAJE PRIVADO.']","['$400,000.00\xa0']",[' San Salvador ']
129,[' Venta de casa en San Salvador en Colonia Roma'],"['$230,000.00\xa0']",[' San Salvador ']
130,"[' Venta de Casa Cumbres de La Esmeralda, Privado']","['$375,000.00\xa0']",[' Antiguo Cuscatlán ']
131,[' Venta de casa Col. Miramonte. Casa grande de un nivel'],"['$265,000.00\xa0']",[' San Salvador ']
132,[' CASA EN VENTA EN RESIDENCIAL LA MONTAÑA II'],"['$875,000.00\xa0']",[' Santa Tecla ']
133,[' CASA EN VENTA PRIVADO'],"['$95,000.00\xa0']",[' San Salvador ']
134,[' VENTA CASA EN COLONIA ESCALÓN CON LINDA VISTA'],"['$375,000.00\xa0']",[' San Salvador ']
135,[' VENTA DE CASA LOMAS DE ALTAMIRA'],"['$480,000.00\xa0']",[' San Salvador ']
136,[' CASA AMUEBLADA EN VENTA  PORTAL TIERRAS ALTAS'],"['$300,000.00\xa0']",[' San Salvador ']
137,[' hermosa casa bosques santa teresa'],"['$430,000.00\xa0']",[' Santa Tecla ']
138,[' Casa en venta!!'],"['$50,000.00\xa0']",[' Ahuachapán ']
139,"[' CASA CON TERRENO EN COL. VIA SATELITE DE SAN MIGUEL, CERCA HOSPITAL']","['$66,000.00\xa0']",[' San Miguel ']
140,[' VENDO CASA EN COLONIA ESCALON SOBRE CALLE PADRES AGUILAR'],"['$375,000.00\xa0']",[' San Salvador ']
141,[' Casa en Venta Colonia Providencia San Salvador'],"['$115,000.00\xa0']",[' San Salvador ']
142,[' SE VENDE CASA EN RESIDENCIAL LA GLORIA'],"['$85,000.00\xa0']",[' San Salvador ']
143,[' SE VENDE CASA EN QUINTA RESIDENCIAL LAS PILETAS'],"['$595,000.00\xa0']",[' La Libertad ']
144,[' VENDIDA CASA EN VENTA PRIVADO San Salvador'],"['$65,000.00\xa0']",[' Mejicanos ']
145,[' Se vende casa en Metrópoli San Gabriel'],"['$120,000.00\xa0']",[' San Salvador ']
146,[' Venta de casa en Colonia Escalón San Salvador Ideal para Oficinas'],"['$450,000.00\xa0']",[' San Salvador ']
147,[' Se vende casa en Residencial Primavera'],"['$190,000.00\xa0']",[' Antiguo Cuscatlán ']
148,[' VENDO CASA EN ARCOS DE SANTA ELENA'],"['$310,000.00\xa0']",[' Antiguo Cuscatlán ']
149,[' CASA EN VENTA EN CUMBRES DE CUSCATLAN'],"['$395,000.00\xa0']",[' Antiguo Cuscatlán ']
150,"[' VIVIENDA COMPLEJO RESIDENCIAL BRISAS DE LAS MERCEDES, ZARAGOZA.']","['$250,000.00\xa0']",[' Zaragoza ']
151,[' VENDO CASA EN COLONIA ESCALÓN POR COLEGIO SAGRADO CORAZÓN'],"['$380,000.00\xa0']",[' San Salvador ']
152,[' Venta de Casa Cumbres de Peña Flor'],"['$349,000.00\xa0']",[' La Libertad ']
153,[' VENDO CASA A ESTRENAR EN RESIDENCIAL LA FLORIDA. NUEVO CUSCATLAN'],"['$345,000.00\xa0']",[' Santa Tecla ']
154,[' Venta de casa en San Salvador Colonia San Mateo Ave. Las Amapolas ideal para oficina o vivir'],"['$185,000.00\xa0']",[' San Salvador ']
155,"[' SE VENDE CASA EN ZONA FUENTES BEETHOVEN, COL. ESCALÓN']","['$370,000.00\xa0']",[' San Salvador ']
156,[' VENTA DE CASA NUEVO CUSCATLAN PRIVADO'],"['$300,000.00\xa0']",[' San Salvador ']
157,[' VENTA DE CASA SANTA TECLA'],"['$245,000.00\xa0']",[' San Salvador ']
158,[' VENTA DE CASA COLONIA ARCE DE UN NIVEL'],"['$248,000.00\xa0']",[' San Salvador ']
159,[' VENTA DE CASA COLONIA MIRAMONTE CALLE SISIMILES'],"['$325,000.00\xa0']",[' San Salvador ']
160,[' propiedad  calle principal la sultana 800 varas'],"['$380,000.00\xa0']",[' San Salvador ']
161,[' CASA EN FINAL 75 AVENIDA NORTE RESIDENCIAL PRIVADA'],"['$133,000.00\xa0']",[' Mejicanos ']
162,[' Casa en Colonia La Sultana'],"['$380,000.00\xa0']",[' San Salvador ']
163,[' Se vende casa nueva en Paseo del Prado'],"['$173,825.00\xa0']",[' Apopa ']
164,[' CASA EN VENTA EN RESIDENCIAL LOS SUEÑOS'],"['$625,000.00\xa0']",[' San Salvador ']
165,[' CASA EN VENTA EN RESIDENCIAL LOS SUEÑOS'],"['$825,000.00\xa0']",[' San Salvador ']
166,[' CASA EN COMPLEJO PRIVADO QUINTAS RECREATIVAS LA HACIENDA SAN JOSE VILLANUEVA LA LIBERTAD'],"['$470,000.00\xa0']",[' Zaragoza ']
167,[' PLANES DE RENDEROS / SE VENDE PRECIOSA CASA'],"['$180,000.00\xa0']",[' San Salvador ']
168,"[' CASA IDEAL PARA OFICINAS, COMERCIO O EMPRESAS']","['$335,000.00\xa0']",[' San Salvador ']
169,"[' CASA COLONIA ESCALON SOBRE 3 CALLE PONIENTE DE 1,200V2 ARRIBA DE TEXACO MASFERRER']","['$400,000.00\xa0']",[' San Salvador ']
170,[' CASA COLONIA ESCALON CALLE EL MIRADOR Y 75 AVENIDA NORTE DE'],"['$320,000.00\xa0']",[' San Salvador ']
171,[' CASA EN CIUDAD MERLIOT DETRÁS DE PLAZA MERLIOT CALLE PRINCIPAL'],"['$310,000.00\xa0']",[' San Salvador ']
172,[' Casa en venta en Quintas de Santa Elena'],"['$750,000.00\xa0']",[' Antiguo Cuscatlán ']
173,[' Casa en venta en Lomas de San Francisco'],"['$585,000.00\xa0']",[' Antiguo Cuscatlán ']
174,[' rogue 2018'],"['$14,500.00\xa0']",[' San Salvador ']
175,[' Casa en venta en Colonia San Benito'],"['$500,000.00\xa0']",[' San Salvador ']
176,[' Casa en venta en Lomas de Altamira'],"['$455,000.00\xa0']",[' San Salvador ']
177,[' APARTAMENTO EN VENTA EN PUERTA LOS FAROS'],"['$300,000.00\xa0']",[' San Salvador ']
178,[' Casa en venta en la Florida'],"['$325,000.00\xa0']",[' San Salvador ']
179,"[' ESCALÓN PARTE MEDIA, CASA EN VENTA EN PRIVADO']","['$245,000.00\xa0']",[' San Salvador ']
180,[' Casa de Esquina Colonia San Mateo'],"['$275,000.00\xa0']",[' San Salvador ']
181,"[' CASA IDEAL PARA OFICINAS, COMERCIO O EMPRESAS']","['$335,000.00\xa0']",[' San Salvador ']
182,[' Casa en privado Colonia Escalon con amplio jardin'],"['$360,000.00\xa0']",[' San Salvador ']
183,[' Las Arboledas Magnolias 1 CON VALUO'],"['$159,900.00\xa0']",[' Colón ']
184,"[' Bella Residencia 1 pta, en medio de bosque (Cond.seg Privada),  comprada a Grupo Roble']","['$185,000.00\xa0']",[' La Libertad ']
185,[' Vendo casa en colonia las margaritas Soyapango 5 etapa'],"['$15,000.00\xa0']",[' Soyapango ']
186,[' Sensuntepeque-Cabañas'],"['$68,000.00\xa0']",[' Cabañas ']
187,[' Casa 500m2 1500v2 CALLE LA MASCOTA NO PRIVADO'],"['$1,200,000.00\xa0']",[' San Salvador ']
188,[' vendo casa canton Los Naranjos - Calle principal'],"['$180,000.00\xa0']",[' Sonsonate ']
189,[' Casa en venta en Colonia Escalón'],"['$345,000.00\xa0']",[' San Salvador ']
190,[' Casa en venta'],"['$30,000.00\xa0']",[' La Libertad ']
191,[' SE VENDE CASA EN RESIDENCIAL VIA DEL MAR'],"['$280,000.00\xa0']",[' La Libertad ']
192,[' SE VENDE CASA EN RESIDENCIAL FLORIDA'],"['$325,000.00\xa0']",[' La Libertad ']
193,[' SE VENDE CASA EN LAS JACARANDAS'],"['$160,000.00\xa0']",[' La Libertad ']
194,[' SE VENDE CASA EN RESIDENCIAL LAS ARDENAS'],"['$179,000.00\xa0']",[' Santa Tecla ']
195,[' SE VENDE CASA EN RESIDENCIAL MONTE MAR (casa de pasaje)'],"['$35,000.00\xa0']",[' La Libertad ']
196,[' SE VENDE LOCAL COMERCIAL EN SANTA TECLA'],"['$300,000.00\xa0']",[' Santa Tecla ']
197,[' SE VENDE CASA EN LA FLORIDA SKY'],"['$295,000.00\xa0']",[' La Libertad ']
198,[' SE VENDE CASA EN COLONIA UTILA'],"['$275,000.00\xa0']",[' Santa Tecla ']
199,[' SE VENDE CASA EN BOSQUES DE LOURDES'],"['$128,000.00\xa0']",[' La Libertad ']
200,[],"['$80,000.00\xa0']",[' Santa Tecla ']
201,"[' Casa en San Benito, No Privado']","['$390,000.00\xa0']",[' San Salvador ']
202,[' VENTA DE TERRENO CON OFICINAS EN COLONIA CAMPESTRE.'],"['$370,000.00\xa0']",[' San Salvador ']
203,[' ¡Ganga! Casa en venta abajo de valúo en Colonia Escalón zona ex tienda Génesis'],"['$500,000.00\xa0']",[' San Salvador ']
204,[' Ideal para inversión casa en venta en Colonia San Benito calle principal NO PRIVADO'],"['$365,000.00\xa0']",[' San Salvador ']
205,[' VENDO CASA DE ALTA PLUSVALIA EN ZCATECOLUCA'],"['$85,000.00\xa0']",[' La Paz ']
206,[' Lotecito con casita en quezaltepeque calle de oro'],"['$25,000.00\xa0']",[' Quezaltepeque ']
207,[' Casa de un nivel en Residencial Quintas de San Antonio'],"['$159,000.00\xa0']",[' San Salvador ']
208,"[' SE VENDE CASA EN ESCALON NORTE, PRIVADO.']","['$190,000.00\xa0']",[' San Salvador ']
209,[' Compro Empresa de seguridad privada'],['\xa0'],[' Antiguo Cuscatlán ']
210,"[' Casa de un nivel en venta, San Mateo, San Salvador']","['$275,000.00\xa0']",[' Santa Tecla ']
211,[' Propiedad En Venta Para Hotel En Concepción De Ataco'],"['$250,000.00\xa0']",[' Santa Tecla ']
212,[' Res. Jardines del boulevard'],"['$48,000.00\xa0']",[' San Salvador ']
213,"[' Casa en venta, Jardines de La Libertad, UNA PLANTA']","['$245,000.00\xa0']",[' Santa Tecla ']
214,"[' Casa en venta, Bosques de Santa Tersa']","['$575,000.00\xa0']",[' Antiguo Cuscatlán ']
215,"[' Casa en venta, Vía del Mar, Nuevo Cuscatlán']","['$260,000.00\xa0']",[' Antiguo Cuscatlán ']
216,[' VENTA DE CASA EN BOSQUES DE LOURDES PRIVADO'],"['$128,000.00\xa0']",[' San Salvador ']
217,[' Casa en venta en colonia costa rica'],"['$46,500.00\xa0']",[' San Salvador ']
218,[' CASA EN VENTA EN RESIDENCIAL LOS SUEÑOS'],"['$625,000.00\xa0']",[' San Salvador ']
219,[' CASA DE LUJO EN VENTA EN RESIDENCIAL LOS SUEÑOS'],"['$825,000.00\xa0']",[' San Salvador ']
220,[' VENDO CASA RESIDENCIAL PRIVIDA'],"['$120,000.00\xa0']",[' Colón ']
221,[' Se vende casa de dos plantas'],"['$44,000.00\xa0']",[' San Miguel ']
222,"[' CASA IDEAL PARA OFICINAS, COMERCIO O EMPRESAS']","['$335,000.00\xa0']",[' San Salvador ']
223,"[' Casa en venta - Colonia San Benito, San Salvador']","['$370,000.00\xa0']",[' San Salvador ']
224,[' Casa en venta para oficina - Colonia Flor Blanca'],"['$180,000.00\xa0']",[' San Salvador ']
225,[' VENDO CASA COL HIRLEMAN'],"['$110,000.00\xa0']",[' San Miguel ']
226,[' Vendo  casa Escalon  en Privado'],"['$258,000.00\xa0']",[' San Salvador ']
227,[' CASA EN VENTA'],"['$65,000.00\xa0']",[' Ahuachapán ']
228,"[' venta de casa en residencial villas de pamplona $98,000 negociable']","['$98,000.00\xa0']",[' Quezaltepeque ']
229,"[' PRECIOSA CASA EN VENTA, SANTA TECLA']","['$525,000.00\xa0']",[' Santa Tecla ']
230,[' CASA EN VENTA RESIDENCIAL JACARANDAS - LOURDES'],"['$100,000.00\xa0']",[' Colón ']
231,[' VENTA CASA QUINTAS RECREATIVAS LA HACIENDA'],"['$260,000.00\xa0']",[' La Libertad ']
232,"[' Se vende z col solorsanos,']","['$25,000.00\xa0']",[' Santa Ana ']
233,[' Casa en centro de Santa Ana a 100 mts de Hospital San Juan de Dios'],"['$580,000.00\xa0']",[' Santa Ana ']
234,[' CASA EN VENTA 1600v2 y 5700v2 EN LOMAS DE SAN FRANCISCO NO PRIVADO'],"['$565,000.00\xa0']",[' Antiguo Cuscatlán ']
